Transaction Hash,Blockno,UnixTimestamp,DateTime (UTC),From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,ChainId,Chain,Value(ETH)
0x17261307979d545589a6fec307bcfa7072362cf3c78cb3d71b69d32714836765,13000065,1649111028,2022-04-04T22:23:48.000Z,0xF83Dbbbe229FDAF8FCFad108aC616CD4510CF9B0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SafeTransferFrom,43114,C-Chain,0
0x0ef2eb71dd0a960fbfc1a36531e203ebe8a039c61c6029c0adfe1897182e9c4d,12999775,1649110425,2022-04-04T22:13:45.000Z,0x33E39FC6154c0628B644755dB3368153257E1bde,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x2b56bf36296959545d1736612dfdb7706f30e7db137ad5a202f5342efd29af1f,12999544,1649109937,2022-04-04T22:05:37.000Z,0xE7BBfB617453e2E094A00726AfbBe8A9F14a1645,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xdb700afc356c939f50f31968988001b3473d4a57c213150321c2d5556bedf358,12999253,1649109330,2022-04-04T21:55:30.000Z,0x917Aa1FE4eE8154CE8c4EeB8f4768BA615245799,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x3e0d67ce4b172ffe442a5bcd74abdaaca7898eb9439010dd519889cc977f5623,12999122,1649109058,2022-04-04T21:50:58.000Z,0xbA3269E784C087C2C427C62499B5bAdcA6775Dcd,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xef63c7850918523a434cc7d5cbeb2e50cb22c18f016f181ca8352292215d7052,12999073,1649108954,2022-04-04T21:49:14.000Z,0x917Aa1FE4eE8154CE8c4EeB8f4768BA615245799,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xdfc4e447e2ebf3ef071102a2d90d843d47a1b26a514f05d8639635e0cd13b2a4,12998722,1649108227,2022-04-04T21:37:07.000Z,0x917Aa1FE4eE8154CE8c4EeB8f4768BA615245799,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xa6a3f636f75f4cf303381b23cd94023ca9f746d34423b97595b55adc2239a29d,12998593,1649107970,2022-04-04T21:32:50.000Z,0xF83Dbbbe229FDAF8FCFad108aC616CD4510CF9B0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SafeTransferFrom,43114,C-Chain,0
0x61a7a7d6fc1ac89cacf0f3e2f73c4b6b7a781d9f6a16c31746187d64f43beb32,12998593,1649107970,2022-04-04T21:32:50.000Z,0xF83Dbbbe229FDAF8FCFad108aC616CD4510CF9B0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SafeTransferFrom,43114,C-Chain,0
0x730fdd8d9ba0da5045c4fcfce2ca86e995c540a204db20be6db1f50839716da3,12998593,1649107970,2022-04-04T21:32:50.000Z,0xF83Dbbbe229FDAF8FCFad108aC616CD4510CF9B0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SafeTransferFrom,43114,C-Chain,0
0xd69f2a8face7b1f0265598b584f84acf15528797e3d4f3550946fd2edd783a59,12998593,1649107970,2022-04-04T21:32:50.000Z,0xF83Dbbbe229FDAF8FCFad108aC616CD4510CF9B0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SafeTransferFrom,43114,C-Chain,0
0x2a6c5c4cc72ce1c44056205a2fc0ef3881b2777ab36ba1f136e7363e589443da,12998558,1649107897,2022-04-04T21:31:37.000Z,0xF83Dbbbe229FDAF8FCFad108aC616CD4510CF9B0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SafeTransferFrom,43114,C-Chain,0
0x732e2a8ec162ff58aaf47ccd6050cb045aa95f4a274e2d68b0311a2590f6b935,12998545,1649107868,2022-04-04T21:31:08.000Z,0xD14088a0c4a11aeB24d6fD3A83525EE86316AC1c,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,4000000000000000000,0,36.19,0,0,97.59860833356178,,,Transfer,43114,C-Chain,0
0x0d8a31fa696904d1e89338c735d2993336b6bfd9372187e5f0293208cbf47a6c,12998529,1649107836,2022-04-04T21:30:36.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x0aac3160f4a3aecf1fed37a3cd43edcb646eab870901bbda46a15823828811a6,12998529,1649107836,2022-04-04T21:30:36.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xc911fa4a8d1f382d3f9e820bfc79081381e3f434b16276c2aea979c60d0272a1,12998528,1649107834,2022-04-04T21:30:34.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xaf826359340fc47c496b3283d7cb04d2713fbb802bc4c7cb175fe43f31df367a,12998528,1649107834,2022-04-04T21:30:34.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x03beffa9fddb4eabb30f0981151dd6d68847e075f2d3f9dff3a6343e9e356037,12998528,1649107834,2022-04-04T21:30:34.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x6f36d3cd2b5b505d86b053aef223f038d2a38b32c0f36fae71846021710e03a0,12998517,1649107812,2022-04-04T21:30:12.000Z,0xD14088a0c4a11aeB24d6fD3A83525EE86316AC1c,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x2708ab5803b8ffe8887530ddc06d67dd31fb4d56fa6a579e26aaeadbc6a0abc2,12998503,1649107781,2022-04-04T21:29:41.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x639d36dbdc5d5499890d02fe10b35428df0dc217e845a312cfd9b5e67ae9533d,12998493,1649107761,2022-04-04T21:29:21.000Z,0xd949F44d45F148d867E4C47237aeF5D334eAc37C,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3500000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x2051ab20bbdffd38191b8c7989a8d78c87c1d079376ed305d1a25a79c5d2d793,12998487,1649107749,2022-04-04T21:29:09.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xfad5c7a42c0f750372fc794fc0a33a1dfb36f3d40fc11eb7fc06c0f5314ebff7,12998485,1649107745,2022-04-04T21:29:05.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x7399b522524432bbbb0170bb2a51659bc724b5a0a9590d0050b5e97a773949cf,12998485,1649107745,2022-04-04T21:29:05.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x7b807a09f1a9facd19312f82d83a7df4906f76ea967495c612a443582d943f07,12998438,1649107650,2022-04-04T21:27:30.000Z,0xF83Dbbbe229FDAF8FCFad108aC616CD4510CF9B0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SafeTransferFrom,43114,C-Chain,0
0x765a3892bcec7e8d3992943c0ea6d9043bad3e2faee03894bc01e00c8a4ee3bd,12998399,1649107568,2022-04-04T21:26:08.000Z,0xd949F44d45F148d867E4C47237aeF5D334eAc37C,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x80bf88290e8402af45fd70077d261d3e5a0352e335844e0ebe13a41072a907d1,12998359,1649107480,2022-04-04T21:24:40.000Z,0x0769622aa38038Dba91290444BCbFdc20bA7e49E,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3500000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xa4195979ffbff2a3405625c4f4c42cb72c40fe36ef630f835beb4ff5cbd1619e,12998294,1649107350,2022-04-04T21:22:30.000Z,0x3010b8ebdFfCC76831574d923A1d80d1A203f11C,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SetApprovalForAll,43114,C-Chain,0
0xca7f9fb6d20e6fbe98f9f25464affc0e981cdfcd82141e36366da88daefea43a,12998245,1649107252,2022-04-04T21:20:52.000Z,0xd949F44d45F148d867E4C47237aeF5D334eAc37C,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1500000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x0a8553fb644b4b0bab008169f65b5af8f283d8aec058f60c96dda048d9ac45c4,12997995,1649106745,2022-04-04T21:12:25.000Z,0x24C8c7D66C19a8b952750fa4d2C604B676fcFFbd,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,Mint,43114,C-Chain,0
0xcc20e76918761f66b113c82a6186b0986467a00b5448af85b342acf5a5148115,12997939,1649106624,2022-04-04T21:10:24.000Z,0x0769622aa38038Dba91290444BCbFdc20bA7e49E,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3500000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xf78e0d9f6feffb3ed8e76652d26df1ab0740b2bf81d0469982536c81115b4a96,12997789,1649106315,2022-04-04T21:05:15.000Z,0x36A6F6f423778A71fbD635081f4eE44Ff15B9D6A,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x40aab1b089c02b8325f0302610d6f86957f3cff3b7f3dbfb2aa007bbb759d90b,12997757,1649106246,2022-04-04T21:04:06.000Z,0x36A6F6f423778A71fbD635081f4eE44Ff15B9D6A,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xeb96e4d878781d9f32fece020c81890ed72f83b352c907137c1646826c7ca3ea,12997735,1649106202,2022-04-04T21:03:22.000Z,0x0769622aa38038Dba91290444BCbFdc20bA7e49E,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2500000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x1c9e6d285470a2d0f84d2ffcb90fdf0eaf6cd58885ccc238028465572ebcf032,12997716,1649106160,2022-04-04T21:02:40.000Z,0x917Aa1FE4eE8154CE8c4EeB8f4768BA615245799,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xae1fabaa3f489255f22729494502d5546b3ac540d399051efe4c644a90b85de1,12997716,1649106160,2022-04-04T21:02:40.000Z,0x0769622aa38038Dba91290444BCbFdc20bA7e49E,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x8b931954524889cf740a140de5804eca6f8aaeaef006235296792888fa564140,12997662,1649106050,2022-04-04T21:00:50.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xcf93806a29f5a036d0ca34e1661f3a023c73b762c76a982bec6959b222de56ca,12997661,1649106047,2022-04-04T21:00:47.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x2ddee8bd181232c671767d44be79fe48e352d622fa9c891abeaf293745214025,12997661,1649106047,2022-04-04T21:00:47.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x49c31e946bade7ae052bfe1f534ee2610d3b50733ef504ab177c6bae69198a62,12997562,1649105850,2022-04-04T20:57:30.000Z,0x0Be708EAfC31a270707F8b8a4aC0259B54b4740f,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xe6f779703412336642bf813604c572e88c1ab9085fd9ac4d9a05df4f80eedaa2,12997562,1649105850,2022-04-04T20:57:30.000Z,0x0Be708EAfC31a270707F8b8a4aC0259B54b4740f,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x636e5be23cc8bcb2064fe0d263c795d122243641c63c3124ffb13054a60b4be5,12997557,1649105840,2022-04-04T20:57:20.000Z,0x0Be708EAfC31a270707F8b8a4aC0259B54b4740f,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x3e6683e8e256902ad3edecdef9730db68b8095f724ff86779a681d340227b0c0,12997544,1649105802,2022-04-04T20:56:42.000Z,0x0Be708EAfC31a270707F8b8a4aC0259B54b4740f,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2100000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x1a6de625686b86caa4a83614e81d723847d3cf053aa1cebac6ab7fdc7d1a1bd9,12997526,1649105766,2022-04-04T20:56:06.000Z,0x86562e1d064a41Dc71e368a01ff5C507B248a844,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2500000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x38bbcdae7dfa560aff1c34243e7c8669574bcd9b71bf44f6d87d23deb8e1e392,12997506,1649105726,2022-04-04T20:55:26.000Z,0x86562e1d064a41Dc71e368a01ff5C507B248a844,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2500000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x9632f67eaec34ab26e0fadcb3ada426311dc93cfae3abdd2539e05f0a765bae5,12997504,1649105722,2022-04-04T20:55:22.000Z,0x917Aa1FE4eE8154CE8c4EeB8f4768BA615245799,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xdc25d7b4ee070fc4fb57bd10b57f9834b37906d4f6abdfb3bd3d964a935a2246,12997376,1649105454,2022-04-04T20:50:54.000Z,0x124919c68E359B9016801F6DC4e34178Ff0d195E,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,97.59860833356178,,,SetApprovalForAll,43114,C-Chain,0
0xa82846ec920f033bff393ea7a4c63e356a01299b89a862fb26552dc590bd24c8,12997086,1649104855,2022-04-04T20:40:55.000Z,0x0Be708EAfC31a270707F8b8a4aC0259B54b4740f,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2200000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x5a218bb6e998965708b5ec47fcf936c5b24df5285815948d733e8c3293f0f959,12997038,1649104752,2022-04-04T20:39:12.000Z,0xc48e6eA50bDe9C47EA2A95B793f7279b0f60c155,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x6ee9e809e04b3f8810370840a5d7aeaff24d48b5031c9ca6776114dca5055f01,12996794,1649104259,2022-04-04T20:30:59.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x2bd559ddd0c9ac6aad4da06f0659a88dbcd7e904fd19a9144509f486c68f7757,12996792,1649104255,2022-04-04T20:30:55.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xb7ee0d2cb24cc5418f6860d6fca967c1bece2efea4e8512dbe9562e84a332d75,12996639,1649103944,2022-04-04T20:25:44.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xc322c6ac707ba354b8759b0172eb68cfbb065748a1d022be7ebd05d6f3cf45b2,12996639,1649103944,2022-04-04T20:25:44.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xdcde9534980192b9b5a75411f03db3d7a80718df64a1da5b2506de55f7a4e395,12996452,1649103537,2022-04-04T20:18:57.000Z,0xCf069DA4396805C3852a1ff7f1B7851b77032CeB,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x2ae4b0d88da5a90339603d33cffa02a1889dd3719b7534b7570b96cca1568f1c,12996338,1649103304,2022-04-04T20:15:04.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x2085fa540ff1774603bb8c5dd9de32a8b0b7295f85539c219decb4727c3e4a6e,12996338,1649103304,2022-04-04T20:15:04.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x70d028f9b13d66b4a533b4304bf0c10a969bc5eca43b71890908cafeea294ff7,12996338,1649103304,2022-04-04T20:15:04.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xa3936a8d77ea8db1fe544cad33ca83eb58df38f36b0e86f1297986c6590bdf32,12996338,1649103304,2022-04-04T20:15:04.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x11d393239e36eed704e6128061b10e45c3773fb4d92bcad02e893d17052bf674,12996338,1649103304,2022-04-04T20:15:04.000Z,0xDEAD0D7c6aBe46B133CcE19AA1FfD282F301ac07,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x59363ba9e6cf734cb7ad51812439a4aab5bd6832c699866c3ae6d070e480afb4,12996324,1649103277,2022-04-04T20:14:37.000Z,0xfEEF2e447126A34C53aAD522F41a998D30fD8Ad6,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xb6e26e32f42e8bd1db9cf78067acb710ce4083c996a47e00d4d3e0bf5f2a429d,12996049,1649102713,2022-04-04T20:05:13.000Z,0xe6FA13E03a5b8eA4C9682540A06a5aAF0BC6cce3,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xd79469900bb129efc750ca33fda4e536de4b1a9d2b4036b5f77db22139765905,12996035,1649102685,2022-04-04T20:04:45.000Z,0xe6FA13E03a5b8eA4C9682540A06a5aAF0BC6cce3,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xc57009765b40359dc6523a67664a247359f02243ddecdf9b5aa4e75799730c8e,12995983,1649102581,2022-04-04T20:03:01.000Z,0xe6FA13E03a5b8eA4C9682540A06a5aAF0BC6cce3,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xc8a45e5028c4c506bf80e74b6b93cdf8be10cae847d1c208fa95377423c54cf9,12995980,1649102575,2022-04-04T20:02:55.000Z,0xe6FA13E03a5b8eA4C9682540A06a5aAF0BC6cce3,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0xbfaec9049417be426ffc74896d588fdaa2fd839b8a5b211eebcc3e902dc83a73,12995975,1649102565,2022-04-04T20:02:45.000Z,0xe6FA13E03a5b8eA4C9682540A06a5aAF0BC6cce3,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
0x820ba7a6c2904fb529c8ec56eec74be7b3acabf3be95f45340bb49acaf0b8be2,12995969,1649102553,2022-04-04T20:02:33.000Z,0xe6FA13E03a5b8eA4C9682540A06a5aAF0BC6cce3,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,97.59860833356178,,,TraverseChains,43114,C-Chain,0
