Transaction Hash,Blockno,UnixTimestamp,DateTime (UTC),From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,ChainId,Chain,Value(ETH)
0x36d6fbae30c8879f0d0f0d62666d827bc7d131ef84583f29c17912035875036c,43863187,1712420230,2024-04-06T16:17:10.000Z,0xD8276041B083f8864B6e8953988C44e3921dE2C4,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,10000000000000000,0,36.19,0,0,45.43172104719638,,,TraverseChains,43114,C-Chain,0
0x2364bac5dd93f3abc34d9533775ab430505e9d32f6d06eecfd0a6a48c7202448,43774496,1712237047,2024-04-04T13:24:07.000Z,0xbbCcb911507dc8E65C39592Cae4aA1310bb3A8f1,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,100000000000000000,0,36.19,0,0,45.96578293685742,,,TraverseChains,43114,C-Chain,0
0x8d83603dd2f73cb3265c1fa1e83063cc98bbd04158ac193712c326576cb9e0b9,43773493,1712234979,2024-04-04T12:49:39.000Z,0xD073275d5ff8f83dE887c1f62FFDC6556351398D,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,7462945452371060,0,36.19,0,0,45.96578293685742,,,TraverseChains,43114,C-Chain,0
0xf8d0268f9513cd29315b64067b815b2f6f7be8e7b9253abd862ca166b20b0e79,43771761,1712231421,2024-04-04T11:50:21.000Z,0x4dD98a1aa1434D93d4d2c0D00c135A96225c804e,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,45.96578293685742,,,TransferFrom,43114,C-Chain,0
0x5365e0bf3dca6252ad2ac7c4d9bee41b49512efb4cc69dba5a1d012c21f5ae7d,43611458,1711899473,2024-03-31T15:37:53.000Z,0xC1E91C132cc8c01e205Dd8D5F23148615E6dC9A1,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1000000000000000000,0,36.19,0,0,53.02058960850224,,,TraverseChains,43114,C-Chain,0
0xe577da2b7c8b8845e83c9999ea778c5d5999eaef8f6e9f26814649864a310c33,43611430,1711899413,2024-03-31T15:36:53.000Z,0xC1E91C132cc8c01e205Dd8D5F23148615E6dC9A1,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1000000000000000000,0,36.19,0,0,53.02058960850224,,,TraverseChains,43114,C-Chain,0
0x1375216457c57c85f990235f07958ac11bccc8b5df2f9996467deefc8dcdf860,43110138,1710866737,2024-03-19T16:45:37.000Z,0x058a9BBaA8E8e4Dbd3DEfB383aEe69D617e83d6A,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,21335276524680486,0,36.19,0,0,60.39187170430152,,,TraverseChains,43114,C-Chain,0
0xabf13642a048c7b8f81e66c7c49729256f4fa30309bc3740a8125cc5490a2a12,42911368,1710467463,2024-03-15T01:51:03.000Z,0xf6862636285E72d5437A49D8c5FCF9866EDf3200,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,25803287839855707,0,36.19,0,0,54.20148080260446,,,TraverseChains,43114,C-Chain,0
0xd118d4c193d6443fe6b32a6ab438f3f0b72b8218af2ee425a64b59d9764a869a,42673719,1709979810,2024-03-09T10:23:30.000Z,0xd947E9DbB0E173874cbe28AfF8d71196ed92c9a1,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,26970425632934784,0,36.19,0,0,42.727697513881964,,,TraverseChains,43114,C-Chain,0
0x1e7dd2c10ecdbe3246698b160886df5a0ede15e1c5a42ef3be199cfdc54ce031,42274684,1709167502,2024-02-29T00:45:02.000Z,0x56bB3DEEe145C06D928C3ac7fc219D17EcF2EfBe,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,40.288648786790674,,,SafeTransferFrom,43114,C-Chain,0
0x35ffb87e7f43ae900a3c119c4c7eb685c4aae21deb5cf4155f4e7a465409c2c3,42123764,1708860563,2024-02-25T11:29:23.000Z,0x058a9BBaA8E8e4Dbd3DEfB383aEe69D617e83d6A,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,30975263643570825,0,36.19,0,0,36.76212785955684,,,TraverseChains,43114,C-Chain,0
0x61ff9bbac9211f557ce9cc35d425a28c060617edd395edcdf05604bb06bd5a86,42002257,1708596477,2024-02-22T10:07:57.000Z,0x8D4743e1Cc2804a2aFfb4379Cd912CcA6d4A525D,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,41087235814113464,0,36.19,0,0,37.66826805346426,,,TraverseChains,43114,C-Chain,0
0xb13256972ee2fe2769dde9e1ac1b642a6b7a505241bb38ebf346679878be0121,41982418,1708556322,2024-02-21T22:58:42.000Z,0x3A3e47A28e53978bEa59830FAD6A0eb2Fc371091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,38.55970028267638,,,TraverseChains,43114,C-Chain,0
0x6f4e12d991ffe8a6f93cdb91c56efc87d0408569bc7571ad44a50edcebcf1a49,41982415,1708556315,2024-02-21T22:58:35.000Z,0x3A3e47A28e53978bEa59830FAD6A0eb2Fc371091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,38.55970028267638,,,TraverseChains,43114,C-Chain,0
0x584b183da0160f53ded12d3b519d1e3571278631c6f4c46be543c437d83b808d,41981733,1708554934,2024-02-21T22:35:34.000Z,0x3A3e47A28e53978bEa59830FAD6A0eb2Fc371091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,38.55970028267638,,,TraverseChains,43114,C-Chain,0
0x15c52d7c1cbf0452d9cfe564edeb2b302d0d5ab8b2b13dbce058020ea08d85e0,41981727,1708554922,2024-02-21T22:35:22.000Z,0x3A3e47A28e53978bEa59830FAD6A0eb2Fc371091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,38.55970028267638,,,TraverseChains,43114,C-Chain,0
0x874ffbf9b33c676a5e22447533bb7ccd410c258e7b761ef7af115ba573ac9941,41981721,1708554910,2024-02-21T22:35:10.000Z,0x3A3e47A28e53978bEa59830FAD6A0eb2Fc371091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,38.55970028267638,,,TraverseChains,43114,C-Chain,0
0xc4e4a010b9554f6630e4a5e6975b223c4df005eb3361ed03e8699ad4b2af7a72,41981715,1708554898,2024-02-21T22:34:58.000Z,0x3A3e47A28e53978bEa59830FAD6A0eb2Fc371091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,38.55970028267638,,,TraverseChains,43114,C-Chain,0
0xbf51014ed0f82e4f505a5a2d8d6cfa286f40d8e6db896ed0af2d218fec828da0,41981705,1708554878,2024-02-21T22:34:38.000Z,0x3A3e47A28e53978bEa59830FAD6A0eb2Fc371091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,38.55970028267638,,,TraverseChains,43114,C-Chain,0
0x8af0beda991ee3d78ded0847721cfc9d1995cb4920e0ef07fb7dce5bc9527806,41981284,1708554030,2024-02-21T22:20:30.000Z,0x0Be708EAfC31a270707F8b8a4aC0259B54b4740f,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,38.55970028267638,,,SetApprovalForAll,43114,C-Chain,0
0x369d7ac11df6e570cfacf003b86e712ba50eacfed416426ecb2ef8078cb3885e,41634456,1707851782,2024-02-13T19:16:22.000Z,0x5f797cA3118cC8E3383B9425c7837DDb81a80ccC,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,8547617194780478,0,36.19,0,0,41.04675885426506,,,TraverseChains,43114,C-Chain,0
0x54f38e1c98e1597a6eacec1392ee1ce8d11579775cab3122c8466d3115a8d63c,41627585,1707837895,2024-02-13T15:24:55.000Z,0x843e3170586680D01972Ea4Fc433745729001Bc6,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,39392633548407008,0,36.19,0,0,41.04675885426506,,,TraverseChains,43114,C-Chain,0
0x7139bd40fc75c2f418771befe60e23ddac785e67efa96be6bb1b4b729255caa2,41626767,1707836248,2024-02-13T14:57:28.000Z,0xd595710aedABa1d2e18BFdBAB46Ab796664c6D89,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,50787245279028772,0,36.19,0,0,41.04675885426506,,,TraverseChains,43114,C-Chain,0
0x1d7836c3c644534c5c5e19c82af579c7d994dbeea7292d0f43291d75fc0e5544,41614592,1707811786,2024-02-13T08:09:46.000Z,0x36B20A3000b612121dDd7263c5A53319e567B3dc,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,70000000000000000,0,36.19,0,0,41.04675885426506,,,TraverseChains,43114,C-Chain,0
0x284c8a9a325bcf63c33b48cdcdf2950c3b7354f2bbcb999a0a0873b4c1f9776c,41548699,1707678341,2024-02-11T19:05:41.000Z,0x058a9BBaA8E8e4Dbd3DEfB383aEe69D617e83d6A,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,8163410024544556,0,36.19,0,0,40.26148580869176,,,TraverseChains,43114,C-Chain,0
0x60f98720ac71ed354d4a7dbb52bcced3a988a72d690fffbb7227c55f281f3265,41489228,1707558361,2024-02-10T09:46:01.000Z,0x1E27C17432ABfF8E314b421BE50c63a42d3e95E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,100000000000000000,0,36.19,0,0,38.13800682395664,,,TraverseChains,43114,C-Chain,0
0x2e8dd5bf6884e1d5385eb3d10363c9e8fe2cdfaeb496bd9dcd411199dbdd00ac,40809557,1706168700,2024-01-25T07:45:00.000Z,0x4b45db682c5C4A50A7b4133A73d9D783f049eFF2,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,31.204133671789606,,,TraverseChains,43114,C-Chain,0
0x2121ce5fc08fc2b2557d7c96e1ce72c3f3b98c05e8bd9a24088a38c219734ec0,40596546,1705732412,2024-01-20T06:33:32.000Z,0x4b45db682c5C4A50A7b4133A73d9D783f049eFF2,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,32.63144095063253,,,SetApprovalForAll,43114,C-Chain,0
0x77c8ab2a3e9929be49518c98d86e4898ebbc5ae71100038d3f032394a91e584a,40378189,1705287528,2024-01-15T02:58:48.000Z,0x4236CAD967f018f4d87FD9C9aa0Fb56E4F6fE9c2,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,35.3976948471921,,,SetApprovalForAll,43114,C-Chain,0
0x43af11b7f5795ce54ca43b3ad894ac4ede158edb894bdbb32a69e5320e95759e,39932525,1704388196,2024-01-04T17:09:56.000Z,0x9E7943cEAc1f02B00E5f9d6E182F257efaA4653e,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,10000000000000000,0,36.19,0,0,36.75244773929419,,,TraverseChains,43114,C-Chain,0
0x302706c0ede2d36905854611ee74627f9e99eb98a581b7b502b06eed8050125d,39932516,1704388177,2024-01-04T17:09:37.000Z,0x9E7943cEAc1f02B00E5f9d6E182F257efaA4653e,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,10000000000000000,0,36.19,0,0,36.75244773929419,,,TraverseChains,43114,C-Chain,0
0x95ed0c64e9a57848303918ec204c39d3a49b096eb3f2da2d47ce598c2e065401,39558742,1703629440,2023-12-26T22:24:00.000Z,0x4cd6435cE1c6e391779e234A12BcD2B3fBC47c39,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,48.359525147183895,,,SetApprovalForAll,43114,C-Chain,0
0x683a9975b82cb9b1833e3c140e9270e1960f589b25cdd7f76bf01d2620b4e2fa,39465248,1703439345,2023-12-24T17:35:45.000Z,0x000000000A38444e0a6E37d3b630d7e855a7cb13,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,9500000000000000,0,36.19,0,0,48.11441264487982,,,TraverseChains,43114,C-Chain,0
0x598d4be45a87502417516ae4575acb37d54aff5ec85cbb524c4981e9ca2f6e01,39419809,1703346607,2023-12-23T15:50:07.000Z,0xc052b01C9DFe9e8e151aeBaf47C7d04b69675d9f,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0,0,36.19,0,0,45.49566073528622,,,SetApprovalForAll,43114,C-Chain,0
0x6d20754cd509a1e3012a0041e62f6b47a88d776ba292f8d0f4bc88394bd1678d,39397189,1703300504,2023-12-23T03:01:44.000Z,0x4a3f28a8eC307b9684EF5620867781A468E71091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1000000000000000000,0,36.19,0,0,45.49566073528622,,,TraverseChains,43114,C-Chain,0
0xd5ebad5621cd34bd5e6fb2e4f36f3379fa07218aa4d98f78ee5ad789c2b41781,39397184,1703300494,2023-12-23T03:01:34.000Z,0x4a3f28a8eC307b9684EF5620867781A468E71091,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1000000000000000000,0,36.19,0,0,45.49566073528622,,,TraverseChains,43114,C-Chain,0
0x4feaa044931b7351db02c3fbcb5dce661ef61fce71e9b912cea5b33d0086ef6a,35810440,1695993222,2023-09-29T13:13:42.000Z,0x6DBa3004E784fE836c224b42691B25fbA9f6a267,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,9.260796189779239,,,TraverseChains,43114,C-Chain,0
0x7e9233f743b57f2bd2a1b9df73290edec3038ca03595195c43edf428609da28c,35042992,1694425875,2023-09-11T09:51:15.000Z,0x6DBa3004E784fE836c224b42691B25fbA9f6a267,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,3000000000000000000,0,36.19,0,0,9.463823377873096,,,TraverseChains,43114,C-Chain,0
0x5a1bcd8043000b34ced1a5eae539974a7250601a89c37a584ffab073fc296a82,34877407,1694083610,2023-09-07T10:46:50.000Z,0x6DBa3004E784fE836c224b42691B25fbA9f6a267,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,500000000000000000,0,36.19,0,0,9.938608172536409,,,TraverseChains,43114,C-Chain,0
0x4beacd33014230f5470ed50ffe00a4892256f1d8868fc14030d48f9776a2f853,34877295,1694083377,2023-09-07T10:42:57.000Z,0x6DBa3004E784fE836c224b42691B25fbA9f6a267,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,160000000000000000,0,36.19,0,0,9.938608172536409,,,TraverseChains,43114,C-Chain,0
0xaf01a586e9ee66b93211d2950bcf4d96adfee01c74cf6c80a9e5f8a07bf117fd,33842870,1691881763,2023-08-12T23:09:23.000Z,0x08cC3F20Fc076CE12867fAEf7d9E4048A2BCd561,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,12.440172800951995,,,TraverseChains,43114,C-Chain,0
0x8d15a654270fc9871f517b64794a7b851caa02b75d3cd070ac1d984238409890,33842857,1691881737,2023-08-12T23:08:57.000Z,0x08cC3F20Fc076CE12867fAEf7d9E4048A2BCd561,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1000000000000000000,0,36.19,0,0,12.440172800951995,,,TraverseChains,43114,C-Chain,0
0x6ea45fc9708b305e16ce83a0990a2d7648d5ae748ff2a99a1eaf03c3774798a9,33841822,1691879653,2023-08-12T22:34:13.000Z,0x08cC3F20Fc076CE12867fAEf7d9E4048A2BCd561,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,200000000000000000,0,36.19,0,0,12.440172800951995,,,TraverseChains,43114,C-Chain,0
0x25542125ce0095a60ea9a582db57b14691d4fb2faee46fbc002a2ab32ddf2d5e,33841783,1691879573,2023-08-12T22:32:53.000Z,0x08cC3F20Fc076CE12867fAEf7d9E4048A2BCd561,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,100000000000000000,0,36.19,0,0,12.440172800951995,,,TraverseChains,43114,C-Chain,0
0x3a8d87ae7b0e6cdec089dfac43d4273b4aa8e5c9d69f93d5623d03fdb209237c,33822820,1691841084,2023-08-12T11:51:24.000Z,0x7456dc5Db0e9fc2A0F77189571B7e1832EFF7166,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1272337540784344800,0,36.19,0,0,12.440172800951995,,,TraverseChains,43114,C-Chain,0
0xff09b1c8ab9bb8fecfa211b22f6c82e780b263fbeab12017833afc610f6b3300,33243363,1690665939,2023-07-29T21:25:39.000Z,0x50693E63A0Abb825B1Ba99564954D45B6e45A632,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,100000000000000000,0,36.19,0,0,13.236289290884923,,,TraverseChains,43114,C-Chain,0
0xf4eea3b7c3ee1e0dd92670a4e32b2d3cfdfc14745807e58e596b6772f1383562,33096286,1690361728,2023-07-26T08:55:28.000Z,0xc4745C5ac8353A2B2cf9901daBb320a311B62830,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,2000000000000000000,0,36.19,0,0,13.342365606007418,,,TraverseChains,43114,C-Chain,0
0xebe1ae9365d7f63e9c64e10924ddde822a8fc8a37d855f7f5598291a9192055a,32995578,1690158508,2023-07-24T00:28:28.000Z,0x2B692a777514E42ABF301b20d8155E22db97e749,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1450000000000000000,0,36.19,0,0,13.554559671033365,,,TraverseChains,43114,C-Chain,0
0x4ddc41ec32eddaf5e1bf97a6f9e5f32bd0e2cfb3e270ec0e45c70c8b1d623282,32732439,1689624243,2023-07-17T20:04:03.000Z,0x088892a5E65b03a37E7864f7C17e54F6A0F5A1ee,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,100000000000000000,0,36.19,0,0,14.296980069800462,,,TraverseChains,43114,C-Chain,0
0x9b765941a5c92b073516b6c409256405b6cd2da67d29d3f59d5437d43994b734,32634341,1689424588,2023-07-15T12:36:28.000Z,0xeaD2b227ABf0Ee503a3f6AFb16982816d06F0e20,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1500000000000000000,0,36.19,0,0,14.621205544885267,,,TraverseChains,43114,C-Chain,0
0x01ba86cd6e43b69f9dcbb3eb11efdac7e1e41ab2d308431c652b846e74de5625,32633361,1689422618,2023-07-15T12:03:38.000Z,0x6CAb6030C20aE4138751784993DbcdB210537B23,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,1500000000000000000,0,36.19,0,0,14.621205544885267,,,TraverseChains,43114,C-Chain,0
0x3fc241af586f0fec06d27785649470a519f6896fa83fda2005e9521b80d1d7d3,32139493,1688419311,2023-07-03T21:21:51.000Z,0xb456436d6f8d98ecC3aE4Dd7cf3d12EAa885Cb08,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,0x6047782281C8A3eC7F847EB2dA5222376e1C13E0,60000000000000000,0,36.19,0,0,13.088179744076031,,,TraverseChains,43114,C-Chain,0
